"Database connection error.","Tietokannan yhteysvirhe."
"Database host","Tietokantapalvelin"
"Database server does not support the InnoDB storage engine.","Tietokantapalvelin ei tue InnoDB-taulukäsittelijää."
"Database user name","Tietokannan käyttäjänimi"
"Database user password","Tietokannan käyttäjän salasana"
"Default Currency","Oletusvaluutta"
"Download","Lataa"
"Download Magento Core Modules and Updates","Nouda Magenton ydinmoduulit ja päivitykset"
"Downloading and installing Magento, please wait...","Ladataan ja asennetaan Magentoa, odota..."
"Email","Sähköposti"
"Email Address","Sähköpostiosoite"
"Enable Charts","Ota käyttöön kaaviot"
"Enable this option if you want the charts to be displayed on Dashboard.","Näyttää kaavioita ilmoitustaululla."
"Enable this option only if you have SSL available.","Valitse tämä kohta vain jos salaus (SSL) on käytettävissä."
"Encryption Key","Salausavain"
"File System","Tiedostojärjestelmä"
"First Name","Etunimi"
"Full Download / SVN Installation","Täysversion asennus / Kehitysversion asennus SVN:stä"
"Get ready to experience Open-Source eCommerce Evolved.","Asennus on nyt valmis ja voit aloittaa tutustumisen pitkälle kehittyneeseen avoimen lähdekoodin kauppajärjestelmään."
"Go to Backend","Siirry ylläpitoon"
"Go to Frontend","Siirry verkkokauppaan"
"Having trouble installing Magento?","Ongelmia Magenton asennuksessa?"
"Help Us to Keep Magento Healthy","Auta pitämään Magento virheettömänä"
"Host","Isäntäpalvelin"
"I agree to the above terms and conditions.","Hyväksyn käyttöehdot."
"If you are a developer and would like to have the latest public updates, choose this option.","Jos olet kehittäjä ja haluat viimeisimmät julkiset päivitykset, valitse tämä kohta."
"If you are running PHP as CGI, your PHP processes may run under the same user as the user you used when uploading Magento files.","Jos käytät PHP:tä CGI:nä, PHP-prosessit voivat käyttää samaa käyttäjätunnusta kuin Magento-tiedostojen latauksessakin."
"If you are running the install wizard over a previously downloaded and installed Magento installation, proceed with this method.","Jos käytät asennusvelhoa aikaisemmin ladatun ja asennetun Magenton päälle, käytä tätä tapaa."
"If you do not wish or are not able to have Magento folders writeable for the web process, you could use PEAR executable located in the root of Magento installation.","Jos et halua tai pysty muuttamaan Magento-tiedostojen kirjoitusoikeuksia, voit käyttää PEAR-ohjelmaa Magento-asennuksen juurihakemistossa."
"If you have downloaded the full package or installed Magento through SVN, you should skip packages installation and validation by clicking the button below.","Jos olet ladannut täysversion tai asentanut Magenton kehitysversion SVN:stä, tulisi sinun ohittaa pakettien asennus ja tarkastus alla olevalla painikkeella."
"If you wish to manage Magento packages through the web admin interface, you will need to have web writeable permissions applied to all Magento folders and files.","Jos haluat hallita Magenton paketteja ylläpidon kautta selainympäristössä, kaikkiin Magento-hakemistoihin ja -tiedostoihin tulee olla web-kirjoitusoikeus."
"If your server is running on MS Windows, most probably you will not need to change anything.","Jos palvelin toimii Windows-ympäristössä, mitään ei yleensä tarvitse muuttaa."
"In other cases you will need to make Magento files writeable for the user that the web server process is running under.","Muissa tapauksissa Magento-tiedostojen kirjoitusoikeudet täytyy muuttaa käyttäjälle, jonka alaisuudessa palvelintoiminnot suoritetaan."
"Installation","Asentaminen"
"Installation Guide","asennusopas"
"Installer does not exist for %s database type","%s -tietokantatyypille ei ole asentajaa."
"Last Name","Sukunimi"
"License Agreement","Lisenssisopimus"
"Locale","Kieli"
"Locale settings","Paikalliset asetukset"
"Localization","Paikalliset asetukset"
"Login Information","Kirjautumistiedot"
"Magento","Magento"
"Magento Connect Manager Deployment","Magento Connect Manager Deployment"
"Magento Installation Wizard","Magenton asennusvelho"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento on Magento Inc. tavaramerkki.  &copy; %s Magento Inc."
"Magento uses this key to encrypt passwords, credit cards and more. If this field is left empty the system will create an encryption key for you and will display it on the next page.","Magento käyttää tätä avainta salatessaan salasanoja, luottokorttien tietoja yms. Jos jätät kentän tyhjäksi, ohjelma luo sinulle automaattisesti salausavaimen joka näytetään seuraavalla sivulla."
"Manual Downloads and Upgrades","Manuaaliset lataukset ja päivitykset"
"No resource for %s DB model.","No resource for %s DB model."
"One of PHP Extensions ""%s"" must be loaded.","PHP-laajennus ""%s"" täytyy noutaa."
"PHP Extension '%s' loaded","PHP-laajennus '%s' on ladattu."
"PHP Extensions ""%s"" must be loaded.","PHP-laajennukset ""%s"" täytyy noutaa."
"PHP extension ""%s"" must be loaded.","PHP-laajennus ""%s"" täytyy noutaa."
"Package Management through the Web","Pakettien hallinta selaimen kautta"
"Password","Salasana"
"Password Confirmation","Salasanan vahvistaminen"
"Path ""%s"" must be writable.","Polkuun ""%s"" täytyy olla kirjoitusoikeudet."
"Personal Information","Henkilökohtaiset tiedot"
"Please correct the user data and try again.","Korjaa käyttäjätiedot ja yritä uudestaan."
"Please make sure that <code>mod_rewrite</code> is enabled in Apache configuration.","Varmista että <code>mod_rewrite</code> on käytössä Apachen asetuksissa."
"Please note that it is much less stable than beta.","Huomioi että se ei ole läheskään niin vakaa kuin beta-versio."
"Please note that only UNIX, Linux and Mac OS X shells are currently supported. For Windows use the '%s' option.","Huomioi että UNIX, Linux ja Mac OS X -komentorivit ovat tällä hetkellä tuettuina. Jos käytät Windows-järjestelmää, valitse '%s' -vaihtoehto."
"Please set all required settings before clicking Continue","Aseta kaikki pakolliset asetukset ennen asennuksen jatkamista."
"Preferred stability: %s","Suositeltu vakaus: %s"
"Proceed With Automatic Download (%s)","Proceed With Automatic Download (%s)"
"Provide a complete base URL for SSL connection. For example: %s","Kirjoita täydellinen perusosoite SSL-yhteyttä varten. Esimerkiksi: %s"
"Report All Bugs","Ilmoita kaikista virheistä"
"Required Fields","Pakollinen"
"Response from server isn't valid.","Palvelimen vastaus ei ole kelvollinen."
"Run admin interface with SSL","Käytä ylläpidossa salausta (SSL)"
"Run this in your shell from Magento root folder:","Suorita tämä  komentorivin kautta Magenton juurihakemistossa:"
"Save Session Data In","Tallenna istunnon tiedot"
"Save Session Files In","Tallenna istunnon tiedostot"
"Secure Base URL","Salattu juuriosoite"
"Session Storage Options","Istunnon tallentaminen"
"Setting preferred state to: %s","Asetuksen suositeltava tila: %s"
"Skip Base URL Validation Before the Next Step","Ohita juuriosoitteen varmentaminen ennen seuraavaa kohtaa"
"Skip Secure URL validation before next step","Ohita salattu URL -vahvistus ennen seuraavaa kohtaa"
"Tables Prefix","Taulujen etuliite"
"The URL ""%s"" is invalid.","URL-osoite ""%s"" on virheellinen."
"The URL ""%s"" is not accessible.","URL-osoite ""%s"" ei ole saatavilla."
"The database server version doesn't match system requirements (required: %s, actual: %s).","Tietokantapalvelimen versio ei täytä ohjemiston vaatimuksia (vaaditaan: %s, nykyinen: %s)."
"The table prefix should contain only letters (a-z), numbers (0-9) or underscores (_), the first character should be a letter.","Taulukon etuliite saa sisältää vain kirjaimia (a-z), numeroita (0-9) tai alaviivoja (_). Ensimmäisen merkin tulee olla kirjain."
"There was a problem installing Magento packages. Please read the log, correct errors and try again.","Magenton pakettien asentamisessa ilmeni ongelma. Katso lisätietoa, korjaa virheet ja yritä uudestaan."
"Time Zone","Aikavyöhyke"
"Use Secure URLs (SSL)","Käytä salattua URL-osoitetta (SSL)"
"Use Web Server (Apache) Rewrites","Käytä palvelimen (Apache) uudelleenkirjoitusta"
"User Name","Käyttäjätunnus"
"User Password","Käyttäjän salasana"
"Username","Käyttäjänimi"
"Validation","Vahvistaminen"
"Web access options","Kirjautuminen"
"Welcome","Tervetuloa"
"Welcome to Magento's Installation Wizard","Tervetuloa Magenton asennusvelhoon"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","Voit määrittää palvelimen portin, esim. localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","Ottamalla palvelimen uudelleenkirjoitustoiminnon käyttöön, parannat hakukoneoptimointia."
"You're All Set","Valmis"
"You're All Set!","Valmis"
